Total E proteins found: 934
Complete E proteins (480-510 aa): 851

ALL E PROTEINS:
ABX25791.1: 495 aa
ABX25786.1: 495 aa
ABW35393.1: 495 aa
ABW35389.1: 495 aa
ABW35387.1: 495 aa
ABW35384.1: 495 aa
ABW06583.1: 495 aa
AAL68559.1: 495 aa
AAL68557.1: 495 aa
AAL57597.1: 488 aa
BBH84670.1: 495 aa
BBH84666.1: 495 aa
BBH51307.1: 495 aa
BBH51306.1: 495 aa
BBH51305.1: 495 aa
BBH51302.1: 495 aa
BBH51299.1: 495 aa
BBH51297.1: 495 aa
BBH51287.1: 495 aa
BBH51284.1: 495 aa
BBH51272.1: 495 aa
NP_739583.2: 495 aa
AWI48575.1: 495 aa
AWI48565.1: 495 aa
AWI48562.1: 495 aa
AWI48561.1: 495 aa
AWI48559.1: 495 aa
AWI48558.1: 495 aa
AWI48556.1: 495 aa
QBF29221.1: 495 aa
AZS59394.1: 495 aa
AZS59392.1: 495 aa
AZS59387.1: 495 aa
AZS59386.1: 495 aa
AZS59382.1: 495 aa
AZS59379.1: 495 aa
AZK05707.1: 466 aa
AYQ58055.1: 466 aa
AXU25442.1: 495 aa
AXU25436.1: 495 aa
AXU25408.1: 495 aa
AXU25388.1: 495 aa
AXU25341.1: 495 aa
AXU25321.1: 495 aa
AXR86412.1: 495 aa
AXR86397.1: 495 aa
AXR86394.1: 495 aa
AXQ59231.1: 454 aa
AXL67924.1: 495 aa
AXL67923.1: 495 aa
AXL67919.1: 495 aa
AXL67918.1: 495 aa
AXL67917.1: 495 aa
AXL67662.1: 495 aa
AXL67661.1: 495 aa
AXL67660.1: 495 aa
AXL67659.1: 495 aa
AXL67655.1: 495 aa
AXL67654.1: 495 aa
AXL67652.1: 495 aa
AXL67647.1: 495 aa
AXL67645.1: 495 aa
AXL67642.1: 495 aa
AXL67641.1: 495 aa
AXL67635.1: 495 aa
AXL67631.1: 495 aa
AXL67630.1: 495 aa
AXL67627.1: 495 aa
AXL67625.1: 495 aa
AXL67623.1: 495 aa
AXL67618.1: 495 aa
AXL67616.1: 495 aa
AXL67607.1: 495 aa
AXL67606.1: 495 aa
AXL67605.1: 495 aa
AXL67600.1: 495 aa
AXL67598.1: 495 aa
AXL67596.1: 495 aa
AXL67586.1: 495 aa
AXL67583.1: 495 aa
AXL67580.1: 495 aa
AXL67571.1: 495 aa
AXL67569.1: 495 aa
AXL67567.1: 495 aa
AXL67565.1: 495 aa
AXL67558.1: 495 aa
AXL67555.1: 495 aa
AXL67552.1: 495 aa
AXL67549.1: 495 aa
AXL67548.1: 495 aa
AXL67547.1: 495 aa
AXL67545.1: 495 aa
AXL67544.1: 495 aa
AXL67541.1: 495 aa
AXL67535.1: 495 aa
AXL67533.1: 495 aa
AXL67531.1: 495 aa
AXL67529.1: 495 aa
AXL67526.1: 495 aa
AXL67523.1: 495 aa
AXL67519.1: 495 aa
AXL67517.1: 495 aa
AXL67515.1: 495 aa
AXL67513.1: 495 aa
AXL67511.1: 495 aa
AXL67510.1: 495 aa
AXL67509.1: 495 aa
AXL67506.1: 495 aa
AXL67504.1: 495 aa
AXL67493.1: 495 aa
AXL67487.1: 495 aa
AXL67484.1: 495 aa
AXL67480.1: 495 aa
AXL67478.1: 495 aa
AXL67477.1: 495 aa
AXL67476.1: 495 aa
AXL67474.1: 495 aa
AXL67472.1: 495 aa
AXL67469.1: 495 aa
AXL67467.1: 495 aa
AXL67466.1: 495 aa
AXL67465.1: 495 aa
BBF90657.1: 495 aa
BAW34656.1: 495 aa
AQY14835.1: 465 aa
AQY14827.1: 465 aa
AQY14826.1: 465 aa
AQY14819.1: 465 aa
AQY14818.1: 465 aa
AVB77306.1: 495 aa
AVB77305.1: 495 aa
AVB77303.1: 495 aa
AVB77297.1: 495 aa
AVB77295.1: 495 aa
AVB77294.1: 495 aa
AVB77293.1: 495 aa
AVB77291.1: 495 aa
AVB77290.1: 495 aa
AUH28215.1: 495 aa
AUA17946.1: 495 aa
AUA17945.1: 495 aa
ATP66571.1: 495 aa
ATP66570.1: 495 aa
ATP66569.1: 495 aa
AOQ25665.1: 495 aa
AOQ25662.1: 495 aa
AOQ25658.1: 495 aa
AOQ25651.1: 495 aa
AOQ25649.1: 495 aa
AOQ25639.1: 495 aa
AOQ25637.1: 495 aa
AOQ25635.1: 495 aa
AOQ25633.1: 495 aa
AOQ25632.1: 495 aa
AOQ25630.1: 495 aa
AOQ25628.1: 495 aa
AOQ25627.1: 495 aa
AOQ25624.1: 495 aa
AOQ25623.1: 495 aa
AOQ25607.1: 495 aa
AOQ25606.1: 495 aa
AOQ25604.1: 495 aa
AOQ25599.1: 495 aa
ATO93910.1: 495 aa
ATO93909.1: 495 aa
ATO93905.1: 495 aa
ATO93902.1: 495 aa
ATO93900.1: 495 aa
ATO93898.1: 495 aa
ATO93895.1: 495 aa
ATO93888.1: 495 aa
ATO93880.1: 495 aa
AOO76386.1: 495 aa
ARR99010.1: 495 aa
ARR99009.1: 495 aa
ARR99008.1: 495 aa
ARR99005.1: 495 aa
ARR99004.1: 495 aa
ARR99003.1: 495 aa
ARR99002.1: 495 aa
ARR99001.1: 495 aa
ARR98998.1: 495 aa
ARR98996.1: 495 aa
ARR98992.1: 495 aa
AEX97791.1: 495 aa
AEX97790.1: 495 aa
AEX97786.1: 495 aa
AEX97785.1: 495 aa
AEX97775.1: 495 aa
AEX97773.1: 495 aa
AEX97771.1: 491 aa
AEX97763.1: 495 aa
AEX97753.1: 495 aa
AQN27357.1: 495 aa
AQN27356.1: 495 aa
AQN27350.1: 495 aa
AQN27349.1: 495 aa
AQN27348.1: 495 aa
AQN27346.1: 495 aa
AQN27344.1: 495 aa
AQN27343.1: 495 aa
AQN27337.1: 495 aa
AMK49304.1: 495 aa
AMK49300.1: 495 aa
BAD69798.1: 495 aa
BAD69797.1: 495 aa
ARB48141.1: 495 aa
ARB48140.1: 495 aa
ARB48139.1: 495 aa
ARB48138.1: 495 aa
ANC57634.1: 495 aa
ANC57633.1: 495 aa
ANC57632.1: 495 aa
APO36918.1: 546 aa
APO36917.1: 544 aa
APO36916.1: 545 aa
APO36915.1: 544 aa
APO36914.1: 535 aa
AOT85954.1: 495 aa
AOT85953.1: 495 aa
AOT85952.1: 495 aa
AOT85950.1: 495 aa
AOT85947.1: 495 aa
ABD17400.1: 495 aa
ABD17398.1: 495 aa
ABD17397.1: 495 aa
ABD17396.1: 495 aa
ABA61280.1: 495 aa
ABA61279.1: 495 aa
ABA61278.1: 495 aa
ABA61277.1: 495 aa
ABA61274.1: 495 aa
ABA61272.1: 495 aa
ABA61269.1: 495 aa
ABA61266.1: 495 aa
ABA61265.1: 495 aa
ABA61263.1: 495 aa
ABA61261.1: 495 aa
ABA61257.1: 495 aa
ABA61252.1: 495 aa
ABA61240.1: 495 aa
ABA61239.1: 495 aa
ABA61226.1: 495 aa
ABA61225.1: 495 aa
ABA61222.1: 495 aa
ABA61217.1: 495 aa
ABA61215.1: 495 aa
ABA61213.1: 495 aa
ABA61212.1: 495 aa
ABA61204.1: 495 aa
ABA61202.1: 495 aa
ABA61199.1: 495 aa
ABA61196.1: 495 aa
ABA61191.1: 495 aa
ABA61190.1: 495 aa
ABA61189.1: 495 aa
ABA61186.1: 495 aa
AAS49654.3: 495 aa
AAS49652.3: 495 aa
AAS49651.3: 495 aa
AAS49649.3: 495 aa
AAS49713.2: 468 aa
AAS49712.2: 468 aa
AAS49711.2: 468 aa
AAS49707.2: 468 aa
AAS49706.2: 468 aa
AAS49705.2: 468 aa
AAS49704.2: 468 aa
AAS49703.2: 468 aa
AAS49702.2: 468 aa
AAS49701.2: 468 aa
AAS49700.2: 468 aa
AAS49699.2: 468 aa
AAS49697.2: 468 aa
AAS49693.2: 468 aa
AAS49692.2: 468 aa
AAS49691.2: 468 aa
AAS49690.2: 468 aa
AAS49688.2: 468 aa
AAS49687.2: 468 aa
AAS49683.2: 468 aa
AAS49677.2: 468 aa
AAS49676.2: 468 aa
AAS49675.2: 468 aa
AAS49672.2: 468 aa
AAS49671.2: 468 aa
AAS49669.2: 468 aa
AAS49668.2: 468 aa
AAS49667.2: 468 aa
AAS49665.2: 468 aa
AAS49661.2: 468 aa
AAS49659.2: 468 aa
AAS49657.2: 468 aa
AAS49656.2: 468 aa
AAT90433.1: 495 aa
AAT90432.1: 495 aa
AAT90431.1: 495 aa
AAT90430.1: 495 aa
AAT90428.1: 495 aa
AAR98806.1: 495 aa
AAR98805.1: 495 aa
AAR98804.1: 495 aa
AAM75199.1: 495 aa
AAM75198.1: 495 aa
AAM75197.1: 495 aa
AAM75196.1: 495 aa
AAM75195.1: 495 aa
AAM75194.1: 495 aa
AAM75193.1: 495 aa
AAM75190.1: 495 aa
AAM75187.1: 495 aa
AAM75180.1: 495 aa
AAM75179.1: 495 aa
AAM75175.1: 495 aa
AAM75172.1: 495 aa
AAM75171.1: 495 aa
AAM75170.1: 495 aa
AAM75169.1: 495 aa
AAM75167.1: 495 aa
AAM75166.1: 495 aa
AAM75165.1: 495 aa
AAL76315.1: 495 aa
AAL76314.1: 495 aa
AAL76313.1: 495 aa
AAL76311.1: 495 aa
AAL76307.1: 495 aa
AAL76306.1: 495 aa
AAL76304.1: 495 aa
AAL76300.1: 495 aa
AAL76299.1: 495 aa
AAL76295.1: 495 aa
AAL76294.1: 495 aa
AAF73449.1: 495 aa
AAF73448.1: 495 aa
AAF61124.1: 495 aa
AAF61123.1: 495 aa
AAF61122.1: 495 aa
AAF61121.1: 495 aa
AAF61120.1: 495 aa
AAF61119.1: 495 aa
AAF13692.1: 495 aa
AEW25292.1: 495 aa
AEW25290.1: 495 aa
AEW25279.1: 495 aa
AEW25274.1: 495 aa
AEW25272.1: 495 aa
AEW25262.1: 495 aa
AEW25249.1: 495 aa
AEW25240.1: 495 aa
AEW25239.1: 495 aa
AEW25235.1: 495 aa
AEW25234.1: 495 aa
AEW25230.1: 495 aa
AEW25196.1: 495 aa
AEW25194.1: 495 aa
AEW25185.1: 495 aa
AEW25181.1: 495 aa
AEW25163.1: 495 aa
AEW25079.1: 495 aa
AEW25078.1: 495 aa
AEW25065.1: 495 aa
AEW25061.1: 495 aa
AEW25058.1: 495 aa
AEW25050.1: 495 aa
AEW25044.1: 495 aa
AEW25043.1: 495 aa
AEW25035.1: 495 aa
AEW25019.1: 495 aa
AEW25018.1: 495 aa
AEW25014.1: 495 aa
AEW25006.1: 495 aa
AEW25000.1: 495 aa
AEW24999.1: 495 aa
AEW24992.1: 495 aa
AEW24978.1: 495 aa
AEV66303.1: 495 aa
AEV66301.1: 495 aa
AEV66299.1: 495 aa
AEV66298.1: 495 aa
AEV66296.1: 495 aa
AEN71289.1: 495 aa
AEN71247.1: 495 aa
AEN71246.1: 495 aa
AEN71243.1: 495 aa
AEN71240.1: 495 aa
AEJ89897.1: 480 aa
AEJ89896.1: 480 aa
AEJ89895.1: 480 aa
ADJ96885.1: 495 aa
ADJ18316.1: 480 aa
ADJ18312.1: 480 aa
ADJ18307.1: 480 aa
ADJ18302.1: 480 aa
ADF55915.1: 495 aa
ADF55914.1: 495 aa
ADF55913.1: 495 aa
ADF55910.1: 495 aa
ADF55906.1: 495 aa
ADF55905.1: 495 aa
ADF55902.1: 495 aa
ADF55896.1: 495 aa
ADF55890.1: 495 aa
ADF55882.1: 495 aa
ADF55879.1: 495 aa
ADF55878.1: 495 aa
ADF55877.1: 495 aa
ADF55873.1: 495 aa
ADF55870.1: 495 aa
ADF55869.1: 495 aa
ADF55863.1: 495 aa
ADF55806.1: 495 aa
ADE62381.1: 495 aa
ADE62379.1: 495 aa
ADE62374.1: 495 aa
ADE62373.1: 495 aa
ADE62366.1: 495 aa
ADE62361.1: 495 aa
ADE62358.1: 495 aa
ADE62357.1: 495 aa
ADE62356.1: 495 aa
ADD84766.1: 495 aa
ADD84765.1: 495 aa
ADD82418.1: 495 aa
ADC93777.1: 495 aa
ADC93772.1: 495 aa
ADC93766.1: 495 aa
ADB44896.1: 495 aa
AAQ57125.1: 495 aa
AAO26455.1: 495 aa
AAO26453.1: 495 aa
AAO26450.1: 495 aa
AAO26448.1: 495 aa
AAO26443.1: 495 aa
AAA17503.1: 495 aa
ACV96876.1: 495 aa
ACV96875.1: 495 aa
ACV96874.1: 495 aa
ACV96873.1: 495 aa
ACV96872.1: 495 aa
ACV96871.1: 495 aa
ACV96870.1: 495 aa
ACV96869.1: 495 aa
ACV96868.1: 495 aa
ACU31799.1: 495 aa
ABQ18242.1: 495 aa
ABM65526.1: 495 aa
ABM65525.1: 495 aa
ABK91500.1: 495 aa
ABK91499.1: 495 aa
ABK91498.1: 495 aa
ABK91497.1: 495 aa
ABK91495.1: 495 aa
ABG29105.1: 469 aa
ABG29104.1: 469 aa
ABG29095.1: 469 aa
AAG38530.1: 495 aa
AAG38529.1: 495 aa
AAG38528.1: 495 aa
AAG38527.1: 495 aa
AAG38526.1: 495 aa
AAG38525.1: 495 aa
AAG27267.1: 495 aa
AAG24610.1: 495 aa
AAG24606.1: 495 aa
ANI24477.1: 495 aa
ANI24474.1: 495 aa
ANI24471.1: 495 aa
ANI24464.1: 495 aa
AMN09489.1: 480 aa
ALD49807.1: 495 aa
ALD49804.1: 495 aa
ALD49803.1: 495 aa
ALD49802.1: 495 aa
ALD49801.1: 495 aa
ALD49796.1: 495 aa
ALD49795.1: 495 aa
ALD49793.1: 495 aa
ALD49792.1: 495 aa
ALD49788.1: 495 aa
ALD49787.1: 495 aa
ALD49785.1: 495 aa
ALD49783.1: 495 aa
ALD49782.1: 495 aa
ALD49779.1: 495 aa
AJW31545.1: 495 aa
AMO26081.1: 485 aa
AMO26079.1: 492 aa
AMO26078.1: 481 aa
AJA91029.1: 495 aa
AJA91026.1: 495 aa
AJA91011.1: 495 aa
AJA91010.1: 495 aa
ALN94725.1: 495 aa
ALN94724.1: 495 aa
ALN94723.1: 495 aa
ALN94716.1: 495 aa
ALN94715.1: 495 aa
ALB34713.1: 524 aa
ALB34712.1: 526 aa
ALB34711.1: 527 aa
ALB34710.1: 529 aa
ALB34709.1: 530 aa
ALB34708.1: 528 aa
ALB34707.1: 529 aa
ALG00132.1: 495 aa
ALG00129.1: 459 aa
AIE47904.1: 495 aa
AIE47901.1: 495 aa
AKO84197.1: 495 aa
AKO84196.1: 495 aa
AKO84190.1: 495 aa
AKO84189.1: 495 aa
AKL81620.1: 495 aa
AKL81362.1: 488 aa
BAL05301.1: 495 aa
BAL05293.1: 495 aa
BAL05290.1: 495 aa
BAL05286.1: 495 aa
BAL05264.1: 495 aa
BAL05247.1: 495 aa
BAL05245.1: 495 aa
BAL05243.1: 495 aa
BAL05241.1: 495 aa
BAL05239.1: 495 aa
BAL05238.1: 495 aa
BAL05235.1: 495 aa
BAL05234.1: 495 aa
BAL05233.1: 495 aa
BAL05232.1: 495 aa
BAL05231.1: 495 aa
BAL05230.1: 495 aa
BAL05228.1: 495 aa
BAL05227.1: 495 aa
BAL05226.1: 495 aa
BAL05225.1: 495 aa
BAL05224.1: 495 aa
BAL05223.1: 495 aa
BAL05222.1: 495 aa
BAL05221.1: 495 aa
BAL05218.1: 495 aa
BAL05215.1: 495 aa
BAL05214.1: 495 aa
BAL05213.1: 495 aa
BAL05208.1: 495 aa
BAL05206.1: 495 aa
AJQ21308.1: 495 aa
AJQ21305.1: 495 aa
AJQ21304.1: 495 aa
AJQ21296.1: 495 aa
AJQ21290.1: 495 aa
AJQ21287.1: 494 aa
AJQ21284.1: 495 aa
AJQ21279.1: 495 aa
AJQ21277.1: 495 aa
AJQ21274.1: 471 aa
AJQ21270.1: 482 aa
AJQ21269.1: 495 aa
AJQ21264.1: 495 aa
AJQ21261.1: 495 aa
AJQ21255.1: 461 aa
AJQ21194.1: 495 aa
AJQ21186.1: 494 aa
AJQ21184.1: 460 aa
AJQ21181.1: 495 aa
AJQ21176.1: 495 aa
AJQ21174.1: 491 aa
AJQ21173.1: 459 aa
AJQ21172.1: 495 aa
AJQ21170.1: 495 aa
AJQ21168.1: 466 aa
AJQ21167.1: 452 aa
AJQ21166.1: 457 aa
AJQ21165.1: 458 aa
AJQ21164.1: 455 aa
AJQ21162.1: 453 aa
AJQ21159.1: 464 aa
AJQ21158.1: 495 aa
AJQ21157.1: 495 aa
AJQ21155.1: 470 aa
AJQ21153.1: 495 aa
AJW83585.1: 485 aa
AJW83584.1: 460 aa
AJW83583.1: 464 aa
AJW83582.1: 453 aa
AJW83577.1: 491 aa
AJW83575.1: 467 aa
AJW83573.1: 478 aa
AJW83567.1: 474 aa
AJW83558.1: 470 aa
AJW83552.1: 495 aa
AJW83547.1: 474 aa
AJW83546.1: 495 aa
AJW83544.1: 484 aa
AJW83542.1: 474 aa
AJP06038.1: 495 aa
AIW42864.1: 495 aa
AIW42847.1: 495 aa
AIW42846.1: 495 aa
AIW42845.1: 495 aa
AIS25599.1: 493 aa
AIS25598.1: 493 aa
AIS25597.1: 493 aa
AIS25596.1: 493 aa
AIS25595.1: 493 aa
AIS25591.1: 493 aa
AIS25588.1: 493 aa
AIS25586.1: 493 aa
AIS25585.1: 493 aa
AIS25584.1: 493 aa
AHF46341.1: 495 aa
AHF46336.1: 495 aa
AHF46334.1: 495 aa
AHF46331.1: 495 aa
AHF46330.1: 495 aa
AHC72399.1: 460 aa
AHC72397.1: 495 aa
AHC72395.1: 457 aa
AHC72392.1: 495 aa
AHC72391.1: 451 aa
AHC72389.1: 458 aa
AHC72386.1: 494 aa
AHC72385.1: 463 aa
AGT63059.1: 495 aa
AGR44694.1: 495 aa
AGR44691.1: 495 aa
AFX96090.1: 495 aa
AFX96083.1: 495 aa
AFX96082.1: 495 aa
AFX96081.1: 495 aa
AGD80757.1: 495 aa
AGD80753.1: 495 aa
AGD80746.1: 495 aa
AFN85195.1: 495 aa
AFN85193.1: 495 aa
AFN85190.1: 495 aa
AFN85182.1: 495 aa
AFN85180.1: 495 aa
AFN85178.1: 495 aa
AFN85174.1: 495 aa
AFN85173.1: 495 aa
AFN85172.1: 495 aa
AFN85169.1: 495 aa
AFN85166.1: 495 aa
AFN85165.1: 495 aa
AFN85162.1: 495 aa
AFN85160.1: 495 aa
AEE65405.1: 495 aa
AEE65404.1: 495 aa
AEE65403.1: 495 aa
AEE65397.1: 495 aa
AEE65391.1: 495 aa
AEE65383.1: 495 aa
AFU75225.1: 495 aa
AFI80802.1: 495 aa
AFI71749.1: 495 aa
AFI71746.1: 495 aa
AFI71745.1: 495 aa
AFI71737.1: 495 aa
AFI71730.1: 495 aa
AFI71729.1: 495 aa
AFI71727.1: 495 aa
AFI71719.1: 495 aa
AFI71715.1: 495 aa
AFI71713.1: 495 aa
AFI71711.1: 495 aa
AFI71710.1: 495 aa
AFI71708.1: 495 aa
AFI71704.1: 495 aa
AFI71701.1: 495 aa
AFI71698.1: 495 aa
AFI71695.1: 495 aa
AFI71691.1: 495 aa
AFI71690.1: 495 aa
AFI71689.1: 495 aa
AFI71687.1: 495 aa
AFI71686.1: 495 aa
AFI71681.1: 495 aa
AFI71679.1: 495 aa
AFI71677.1: 495 aa
AFI71674.1: 495 aa
AFI71664.1: 495 aa
AFI71660.1: 495 aa
AFI71658.1: 495 aa
AFO68129.1: 495 aa
AFJ05607.1: 495 aa
AFJ05603.1: 495 aa
AFM68487.1: 495 aa
AFI32819.1: 495 aa
AFG28978.1: 480 aa
AFG28976.1: 480 aa
AFG28975.1: 480 aa
AFG28973.1: 480 aa
AFG28972.1: 480 aa
AFG28971.1: 480 aa
AFG28970.1: 480 aa
AFG28968.1: 480 aa
AFG28967.1: 480 aa
AFG28966.1: 480 aa
AFG28965.1: 480 aa
AFG28964.1: 480 aa
AFG28963.1: 480 aa
AFG28962.1: 480 aa
AFG28961.1: 480 aa
AAW69295.1: 495 aa
AAA42960.1: 495 aa
AAA17513.1: 495 aa
AAA17511.1: 495 aa
AAA17510.1: 495 aa
AAA17509.1: 495 aa
AAA17508.1: 495 aa
AAA17507.1: 495 aa
AAA17506.1: 495 aa
AAA17505.1: 495 aa
AAA17502.1: 495 aa
AAA17501.1: 495 aa
AAA17500.1: 495 aa
AAA17498.1: 495 aa
AAA42957.1: 495 aa
AAA42956.1: 495 aa
AAA42955.1: 495 aa
AAA42954.1: 495 aa
AAA42953.1: 495 aa
AAA42952.1: 495 aa
AAA42951.1: 495 aa
BAC77256.1: 495 aa
BAC77255.1: 495 aa
BAC77254.1: 495 aa
BAC77253.1: 495 aa
CAN89057.1: 495 aa
CAN89055.1: 495 aa
CAN89053.1: 495 aa
CAN89052.1: 495 aa
prf||1613132H: 495 aa
prf||1613132G: 495 aa
ASK07678.1: 495 aa
ASK07677.1: 495 aa
AXU40364.1: 495 aa
ATL24759.1: 495 aa
ATL24757.1: 495 aa
ATL24725.1: 495 aa
ALT57173.1: 493 aa
ALT57171.1: 493 aa
ALT57169.1: 493 aa
ALT57165.1: 493 aa
ALT57164.1: 493 aa
ALT57163.1: 493 aa
ALT57162.1: 493 aa
ALT57161.1: 493 aa
ALT57158.1: 493 aa
ALT57157.1: 493 aa
AGL45198.1: 495 aa
AGL45196.1: 495 aa
AGL45195.1: 495 aa
AGL45194.1: 495 aa
AHB63923.1: 495 aa

LENGTH STATISTICS:
Average: 492.7 aa
Min: 451 aa
Max: 546 aa
