Total E proteins found: 567
Complete E proteins (480-510 aa): 493

ALL E PROTEINS:
ABF65941.1: 493 aa
ABF65938.1: 493 aa
ABF65937.1: 493 aa
ABF65936.1: 493 aa
ACC68748.1: 493 aa
ACC68747.1: 493 aa
ACC68746.1: 493 aa
ACC68742.1: 493 aa
ACC68741.1: 493 aa
ACC68740.1: 493 aa
ACC68735.1: 493 aa
ACC68734.1: 493 aa
ACC68733.1: 493 aa
ABY82135.1: 493 aa
ABY82134.1: 493 aa
ABY82132.1: 493 aa
ABY82130.1: 493 aa
ABY82129.1: 493 aa
ABX25828.1: 493 aa
ABX25822.1: 493 aa
ABX25814.1: 493 aa
ABX25811.1: 493 aa
ABW06595.1: 493 aa
ABW06594.1: 493 aa
ABW06593.1: 493 aa
ABW06591.1: 493 aa
ABW06590.1: 493 aa
ABW06589.1: 493 aa
ABW06584.1: 493 aa
BBH84678.1: 493 aa
BBH84677.1: 493 aa
BBH84676.1: 493 aa
BBH84674.1: 493 aa
BBH84673.1: 459 aa
BBH84672.1: 493 aa
BBN51018.1: 493 aa
APC23550.1: 493 aa
APC23549.1: 488 aa
APC23545.1: 472 aa
APC23544.1: 461 aa
APC23543.1: 465 aa
APC23542.1: 464 aa
APC23538.1: 493 aa
APC23536.1: 467 aa
APC23534.1: 488 aa
APC23533.1: 467 aa
APC23532.1: 488 aa
APC23531.1: 472 aa
APC23530.1: 461 aa
BBH51313.1: 493 aa
YP_001531168.2: 493 aa
QBF29231.1: 493 aa
QBF29230.1: 493 aa
QBF29228.1: 493 aa
QBF29227.1: 493 aa
AXR86415.1: 493 aa
AXR86414.1: 493 aa
AXR86405.1: 493 aa
AXR86404.1: 493 aa
AXR86403.1: 493 aa
AXR86402.1: 493 aa
AXR86401.1: 493 aa
AXR86400.1: 493 aa
AXM43716.1: 459 aa
AXL67787.1: 493 aa
AXL67785.1: 493 aa
AXL67780.1: 493 aa
AXL67778.1: 493 aa
AXL67775.1: 493 aa
AXL67773.1: 493 aa
AXL67772.1: 493 aa
AXL67771.1: 493 aa
AXL67769.1: 493 aa
AXL67767.1: 493 aa
AXL67764.1: 493 aa
AXL67762.1: 493 aa
AXL67756.1: 493 aa
AXL67749.1: 493 aa
AXL67748.1: 493 aa
AXL67742.1: 493 aa
AXL67741.1: 493 aa
AXL67740.1: 493 aa
AXL67737.1: 493 aa
AXL67736.1: 493 aa
AXL67735.1: 493 aa
AXL67729.1: 493 aa
AXL67716.1: 493 aa
AXL67715.1: 493 aa
AXL67713.1: 493 aa
AXL67712.1: 493 aa
AXL67709.1: 493 aa
AXL67707.1: 493 aa
AXL67705.1: 493 aa
AXL67703.1: 493 aa
AXL67700.1: 493 aa
AXL67699.1: 493 aa
AXL67695.1: 493 aa
AXL67694.1: 493 aa
AXL67693.1: 493 aa
AXL67689.1: 493 aa
AXL67688.1: 493 aa
AXL67687.1: 493 aa
AXL67683.1: 493 aa
AXL67682.1: 493 aa
AXL67680.1: 493 aa
AXL67676.1: 493 aa
AXL67675.1: 493 aa
AXL67673.1: 493 aa
AXL67669.1: 493 aa
AXL67666.1: 493 aa
AXL67664.1: 493 aa
AQY14837.1: 493 aa
AUH28225.1: 493 aa
AUH28224.1: 493 aa
AUH28223.1: 493 aa
AUH28222.1: 493 aa
AUH28221.1: 493 aa
AUH28220.1: 493 aa
AUA17944.1: 493 aa
ATP66575.1: 493 aa
ATP66573.1: 493 aa
ATP66572.1: 493 aa
AOQ25777.1: 493 aa
ATO93922.1: 489 aa
ATO93914.1: 493 aa
AKU61443.1: 493 aa
AKU61442.1: 493 aa
AKU61438.1: 493 aa
AKU61436.1: 493 aa
ASA47698.1: 493 aa
ASA47696.1: 493 aa
AQN27254.1: 491 aa
BAJ16640.1: 493 aa
ARB48151.1: 493 aa
ARB48147.1: 493 aa
ARB48146.1: 493 aa
ANC57630.1: 493 aa
ANC57629.1: 491 aa
ALS35384.1: 493 aa
ALS35383.1: 493 aa
ALS35382.1: 493 aa
ALS35377.1: 493 aa
ALS35374.1: 493 aa
ALS35371.1: 493 aa
ALS35370.1: 493 aa
BAV58396.1: 493 aa
BAV58395.1: 493 aa
ACF35308.1: 493 aa
ACF35306.1: 493 aa
ACF35305.1: 493 aa
ACF35303.1: 493 aa
ACF35300.1: 493 aa
ACF35298.1: 493 aa
ACF35294.1: 493 aa
ABE11551.1: 493 aa
ABE11545.1: 493 aa
ABD17410.1: 493 aa
ABD17409.1: 493 aa
ABA33780.1: 493 aa
ABA33774.1: 493 aa
ABA33772.1: 493 aa
ABA33771.1: 493 aa
ABA33770.1: 493 aa
ABA33767.1: 493 aa
ABA33766.1: 493 aa
ABA33765.1: 493 aa
ABA33760.1: 493 aa
ABA33757.1: 493 aa
ABA33755.1: 493 aa
AAW31406.1: 493 aa
AAW31405.1: 493 aa
AAW31404.1: 493 aa
AAW31403.1: 493 aa
AAV88455.1: 493 aa
AAV88453.1: 493 aa
AAV88452.1: 493 aa
AAV88446.1: 493 aa
AAV88444.1: 493 aa
AAV88441.1: 493 aa
AAV88438.1: 493 aa
AAV88436.1: 493 aa
AAV88435.1: 493 aa
AAV88430.1: 493 aa
AAV88429.1: 493 aa
AAV88422.1: 493 aa
AAV88421.1: 493 aa
AAV88419.1: 493 aa
AAV88415.1: 493 aa
AAV88414.1: 493 aa
AAV88413.1: 493 aa
AAV88405.1: 493 aa
AAV88403.1: 493 aa
AAV88402.1: 493 aa
AAV88394.1: 493 aa
AAV88390.1: 493 aa
AAV88389.1: 493 aa
AAV88388.1: 493 aa
AAO61289.1: 454 aa
AAD37781.1: 493 aa
AAD37780.1: 493 aa
AAD37779.1: 493 aa
AAD37778.1: 493 aa
AEW25143.1: 493 aa
AEW25142.1: 493 aa
AEW25140.1: 493 aa
AEW25139.1: 493 aa
AEW25138.1: 486 aa
AEW25136.1: 493 aa
AEW25134.1: 493 aa
AEW25131.1: 486 aa
AEW25126.1: 493 aa
AEW25124.1: 493 aa
AEW25030.1: 500 aa
AEW25029.1: 500 aa
AEW25028.1: 500 aa
AEW25022.1: 495 aa
AEW25020.1: 495 aa
AEV66287.1: 493 aa
AEV66285.1: 493 aa
AEV66281.1: 493 aa
AEV66280.1: 493 aa
AEN71279.1: 493 aa
AEN71278.1: 493 aa
AEN71260.1: 493 aa
AEN71259.1: 493 aa
AEN71258.1: 493 aa
AEN71257.1: 493 aa
AEN71254.1: 493 aa
AEN71251.1: 493 aa
AEJ89900.1: 493 aa
AEJ89899.1: 493 aa
AEJ89898.1: 493 aa
ADU85974.1: 493 aa
ADQ37241.1: 493 aa
ADQ37240.1: 493 aa
ADQ37234.1: 493 aa
ADQ37232.1: 493 aa
ADQ37230.1: 493 aa
ADQ37229.1: 493 aa
ADQ37228.1: 493 aa
ADQ37227.1: 493 aa
ADQ37226.1: 493 aa
ADQ37225.1: 493 aa
ADQ37224.1: 493 aa
ADQ37222.1: 493 aa
ADJ18300.1: 458 aa
ADI78881.1: 493 aa
ADI78878.1: 493 aa
ADI78876.1: 493 aa
ADF55979.1: 470 aa
ADF55957.1: 470 aa
ADF55947.1: 470 aa
ADF55945.1: 455 aa
ADF55944.1: 470 aa
ADF55943.1: 470 aa
ADF55942.1: 470 aa
ADF55938.1: 470 aa
ADF55933.1: 470 aa
ADF55932.1: 470 aa
ADF55931.1: 470 aa
ADF55930.1: 470 aa
ADF55927.1: 470 aa
ADF55926.1: 470 aa
ADF55925.1: 470 aa
ADF55924.1: 470 aa
ADF55923.1: 470 aa
ADF55922.1: 470 aa
ADF55921.1: 470 aa
ADF55920.1: 470 aa
ADF55918.1: 470 aa
AAQ18628.1: 493 aa
ACU31800.1: 493 aa
ACU31796.1: 493 aa
ACN61672.1: 493 aa
ACN61671.1: 493 aa
ACN61663.1: 493 aa
ACN61660.1: 493 aa
ACN61659.1: 493 aa
ACN61658.1: 493 aa
ACN61657.1: 493 aa
AAN61141.1: 493 aa
AAN61140.1: 493 aa
AAN61136.1: 493 aa
AAN61135.1: 493 aa
AAN61134.1: 493 aa
AAN61133.1: 493 aa
AAN61130.1: 493 aa
AAN61128.1: 493 aa
AAN61125.1: 493 aa
AAN61124.1: 493 aa
AJW31547.1: 493 aa
ALC77371.1: 493 aa
ALC77370.1: 493 aa
ALC77367.1: 493 aa
AIU40175.1: 493 aa
ALI16256.1: 493 aa
ALI16255.1: 493 aa
ALI16254.1: 493 aa
ALI16252.1: 493 aa
ALI16250.1: 493 aa
ALI16249.1: 493 aa
ALI16246.1: 493 aa
ALI16244.1: 493 aa
ALI16242.1: 493 aa
ALI16240.1: 493 aa
ALI16238.1: 493 aa
ALI16237.1: 493 aa
ALI16235.1: 493 aa
ALI16234.1: 493 aa
ALI16232.1: 493 aa
ALI16229.1: 493 aa
ALI16227.1: 493 aa
ALI16217.1: 493 aa
ALI16216.1: 493 aa
ALI16214.1: 493 aa
ALI16213.1: 493 aa
ALI16210.1: 493 aa
ALI16207.1: 493 aa
ALI16202.1: 493 aa
ALI16200.1: 493 aa
ALI16193.1: 493 aa
ALI16190.1: 493 aa
ALI16186.1: 493 aa
ALI16185.1: 493 aa
ALI16181.1: 493 aa
ALG00138.1: 458 aa
ALG00137.1: 459 aa
ALG00136.1: 493 aa
ALG00135.1: 460 aa
ALG00133.1: 459 aa
AKL81374.1: 493 aa
AKL81359.1: 493 aa
AFZ40113.1: 493 aa
AFZ40112.1: 493 aa
AFZ40111.1: 493 aa
AFZ40110.1: 493 aa
AFZ40108.1: 493 aa
AFZ40107.1: 493 aa
AFZ40100.1: 493 aa
AFZ40099.1: 493 aa
AFZ40098.1: 493 aa
AIZ00463.1: 493 aa
AIL81472.1: 493 aa
AIE45871.1: 493 aa
AIE45870.1: 493 aa
AHC72425.1: 459 aa
AHC72424.1: 459 aa
AHC72420.1: 493 aa
AHC72419.1: 459 aa
AHC72417.1: 459 aa
AHC72415.1: 476 aa
AHC72414.1: 482 aa
AHC72412.1: 471 aa
AHC72411.1: 493 aa
AGT63061.1: 493 aa
AGT63060.1: 493 aa
AGR44699.1: 493 aa
AFX96122.1: 493 aa
AFX96110.1: 493 aa
AFX96103.1: 493 aa
AFX96096.1: 493 aa
AGD80760.1: 493 aa
AFN85214.1: 493 aa
AFN85212.1: 493 aa
AFN85211.1: 493 aa
AFN85210.1: 493 aa
AFN85209.1: 493 aa
AFN85208.1: 493 aa
AFN85204.1: 493 aa
AFN85202.1: 493 aa
AFN85201.1: 493 aa
AFN85200.1: 493 aa
AFN85198.1: 493 aa
AFU75227.1: 493 aa
AFU75226.1: 493 aa
AFI71812.1: 493 aa
AFI71811.1: 493 aa
AFI71807.1: 493 aa
AFI71805.1: 493 aa
AFI71803.1: 493 aa
AFI71802.1: 493 aa
AFI71801.1: 493 aa
AFI71798.1: 493 aa
AFI71795.1: 493 aa
AFI71793.1: 493 aa
AFI71791.1: 493 aa
AFI71790.1: 493 aa
AFI71789.1: 493 aa
AFI71788.1: 493 aa
AFI71780.1: 493 aa
AFI71777.1: 493 aa
AFI71776.1: 493 aa
AFI71775.1: 493 aa
AFI71771.1: 493 aa
AFI71766.1: 493 aa
AFI71765.1: 493 aa
AFI71764.1: 493 aa
AFI71762.1: 493 aa
AFI71761.1: 493 aa
AFI71757.1: 493 aa
AFJ05623.1: 493 aa
AFJ05619.1: 493 aa
AFJ05618.1: 493 aa
AFJ05617.1: 493 aa
AFJ05611.1: 493 aa
AFA50329.1: 493 aa
AFA50326.1: 493 aa
AFA50322.1: 493 aa
AFA50313.1: 493 aa
AFA50311.1: 493 aa
AFA50307.1: 493 aa
AFI32824.1: 493 aa
AAV70549.1: 493 aa
BAC77229.1: 493 aa
BAC77228.1: 493 aa
BAC77233.1: 493 aa
CAN89062.1: 493 aa
CAN89061.1: 493 aa
CAN89060.1: 493 aa
CAN89059.1: 493 aa
AXU40368.1: 493 aa
AXU40366.1: 493 aa
ALT57011.1: 491 aa
ALT57010.1: 491 aa
ALT57007.1: 491 aa
ALT57006.1: 491 aa

LENGTH STATISTICS:
Average: 492.8 aa
Min: 454 aa
Max: 549 aa
